Scopus	classification of metastatic and non metastatic thoracic lymph nodes in lung cancer patients based on dielectric properties using adaptive probabilistic neural networks	SCOPUS_ID:85102938588	10.3389/fonc.2021.640804	None	Article	Full Text
Scopus	snow water equivalents exclusively from snow depths and their temporal changesthe 1snow model	SCOPUS_ID:85102175951	10.5194/hess-25-1165-2021	None	Article	Full Text
Scopus	multi‐manned assembly line balancingworkforce synchronization for big data sets through simulated annealing	SCOPUS_ID:85102992924	10.3390/app11062523	None	Article	Full Text
Scopus	spatiotemporal mobility based trajectory privacy‐preserving algorithm in location‐based services	SCOPUS_ID:85102284940	10.3390/s21062021	None	Article	Full Text
Scopus	network intelligent control and traffic optimization based on sdn and artificial intelligence	SCOPUS_ID:85102448055	10.3390/electronics10060700	None	Article	Full Text
Scopus	some remarks on replicated simulated annealing	SCOPUS_ID:85102042837	10.1007/s10955-021-02727-z	None	Article	Full Text
Scopus	a novel approach for solving travelling thief problem using enhanced simulated annealing	SCOPUS_ID:85103076803	10.7717/peerj-cs.377	None	Article	Full Text
Scopus	an integration of neural network and shuffled frog leaping algorithm for cnc machining monitoring	SCOPUS_ID:85102559472	10.2478/fcds-2021-0003	None	Article	Full Text
Scopus	automatic bias control technique of dual parallel mach–zehnder modulator based on simulated annealing algorithm for quadrupled signal generation	SCOPUS_ID:85103509799	10.3390/photonics8030080	None	Article	Full Text
Scopus	optimizing illumination in three dimensional deconvolution microscopy for accurate refractive index tomography	SCOPUS_ID:85101312250	10.1364/OE.412510	None	Article	Full Text
Scopus	a forest management optimization model based on functional zoninga comparative analysis of six heuristic techniques	SCOPUS_ID:85099867337	10.1016/j.ecoinf.2021.101234	None	Article	Full Text
Scopus	two stage stochastic program for supply chain network design under facility disruptions	SCOPUS_ID:85102264257	10.3390/su13052596	None	Article	Full Text
Scopus	groundwater potential mapping using a self learning bayesian network modela comparison among metaheuristic algorithms	SCOPUS_ID:85102659717	10.3390/w13050658	None	Article	Full Text
Scopus	application of optimization algorithms for identification of reference points in a monitoring network	SCOPUS_ID:85101832431	10.3390/s21051739	None	Article	Full Text
Scopus	the feasibility of shortwave infrared imaging and inverse numerical modeling for rapid estimation of soil hydraulic properties	SCOPUS_ID:85099110904	10.1002/vzj2.20089	None	Article	Full Text
Scopus	a new optimized wrapper gene selection method for breast cancer prediction	SCOPUS_ID:85102458100	10.32604/cmc.2021.015291	None	Article	Full Text
Scopus	heuristic optimization of thinning individual douglas fir	SCOPUS_ID:85102578522	10.3390/f12030280	None	Article	Full Text
Scopus	application of exact and multi heuristic approaches to a sustainable closed loop supply chain network design	SCOPUS_ID:85102601512	10.3390/su13052433	None	Article	Full Text
Scopus	fatty acid composition from olive oils of portuguese centenarian trees is highly dependent on olive cultivar and crop year	SCOPUS_ID:85102475814	10.3390/foods10030496	None	Article	Full Text
Scopus	statically analyzing the energy efficiency of software product lines	SCOPUS_ID:85103594186	10.3390/jlpea11010013	None	Article	Full Text
Scopus	improvement of evacuation modeling by considering road blockade in the case of an earthquakea case study of daitoku school districtkanazawa cityjapan	SCOPUS_ID:85102601300	10.3390/su13052637	None	Article	Full Text
Scopus	linking entrepreneurial innovation to effectual logic	SCOPUS_ID:85102553125	10.3390/su13052626	None	Article	Full Text
Scopus	comparison of two inverse planning algorithms for cervical cancer brachytherapy	SCOPUS_ID:85101632074	10.1002/acm2.13195	None	Article	Full Text
Scopus	signature image identification using hybrid backpropagation with firefly algorithm and simulated annealing	SCOPUS_ID:85102514582	10.1063/5.0045303	None	Conference Paper	Full Text
Scopus	the mathematical model and an genetic algorithm for the two echelon electric vehicle routing problem	SCOPUS_ID:85103133514	10.1088/1742-6596/1813/1/012006	None	Conference Paper	Full Text
Scopus	data driven design of microtransit services via optimal transport and simulated annealing	SCOPUS_ID:85102079418	10.1145/3446382.3449025	None	Conference Paper	Full Text
Scopus	hybrid genetic algorithm and simulated annealing for clustering microarray gene expression data	SCOPUS_ID:85101783801	10.1088/1742-6596/1767/1/012034	None	Conference Paper	Full Text
Scopus	structural insights into the interaction of clinically relevant phosphorothioate mrna cap analogs with translation initiation factor 4e reveal stabilization via electrostatic thio effect	SCOPUS_ID:85100029985	10.1021/acschembio.0c00864	None	Article	Full Text
Scopus	feature selection using simulated annealing with optimal neighborhood approach	SCOPUS_ID:85101773908	10.1088/1742-6596/1752/1/012030	None	Conference Paper	Full Text
Scopus	evidence for protein misfolding in the presence of nanoplastics	SCOPUS_ID:85087302381	10.1002/qua.26372	None	Article	Full Text
Scopus	analysis of the efficiency sa (simulated annealingmodel and fuzzy time series (case studyinventory system pt y)	SCOPUS_ID:85102352284	10.1088/1742-6596/1776/1/012059	None	Conference Paper	Full Text
Scopus	research on the optimization of staff allocation under the strategy of "strong leads the weak"	SCOPUS_ID:85102398911	10.1088/1742-6596/1757/1/012020	None	Conference Paper	Full Text
Scopus	a planning tool for optimizing investment to reduce drinking water risk to multiple water treatment plants in open catchments	SCOPUS_ID:85101743135	10.3390/w13040531	None	Article	Full Text
Scopus	a data driven approach to forecasting heating and cooling energy demand in an office building as an alternative to multi zone dynamic simulation	SCOPUS_ID:85100600731	10.3390/app11041356	None	Article	Full Text
Scopus	optimization of multiple tuned mass damper (mtmdparameters for a primary system reduced to a single degree of freedom (sdofthrough the modal approach	SCOPUS_ID:85100742329	10.3390/app11041389	None	Article	Full Text
Scopus	assessment of renewal priority of water pipeline network against earthquake risk	SCOPUS_ID:85102613613	10.3390/w13040572	None	Article	Full Text
Scopus	embodied energy optimization of buttressed earth retaining walls with hybrid simulated annealing	SCOPUS_ID:85101874717	10.3390/app11041800	None	Article	Full Text
Scopus	electrical conductivity evidence for the existence of a mantle plume beneath tarim basin	SCOPUS_ID:85099832161	10.3390/app11030893	None	Article	Full Text
Scopus	several variants of simulated annealing hyper heuristic for a single machine scheduling with two scenario based dependent processing times	SCOPUS_ID:85089844383	10.1016/j.swevo.2020.100765	None	Article	Full Text
Scopus	solving constrained slot placement problems using an ising machine and its evaluations	SCOPUS_ID:85100860690	10.1587/transinf.2019EDP7254	None	Article	Full Text
Scopus	performance and power consumption optimization of a hydraulic variable valve actuation system	SCOPUS_ID:85099204104	10.1016/j.mechatronics.2020.102479	None	Article	Full Text
Scopus	optimization for a multi constraint truck appointment system considering morning and evening peak congestion	SCOPUS_ID:85100086498	10.3390/su13031181	None	Article	Full Text
Scopus	analysis of the optimal application of blockchain based smart lockers in the logistics industry based on ffd saga and grey decision making	SCOPUS_ID:85101504926	10.3390/sym13020329	None	Article	Full Text
Scopus	improving cross docking operations for consumer goods sector using metaheuristics	SCOPUS_ID:85095776438	10.11591/eei.v10i1.2710	None	Article	Full Text
Scopus	allocation and scheduling of handling resources in the railway container terminal based on crossing crane area	SCOPUS_ID:85100088631	10.3390/su13031190	None	Article	Full Text
Scopus	development of econophysicsa biased account and perspective from kolkata	SCOPUS_ID:85102336320	10.3390/e23020254	None	Article	Full Text
Scopus	k means clustering algorithm based on chaotic adaptive artificial bee colony	SCOPUS_ID:85101274846	10.3390/a14020053	None	Article	Full Text
Scopus	integrated simulation based optimization of operational decisions at container terminals	SCOPUS_ID:85100634376	10.3390/a14020042	None	Article	Full Text
Scopus	alternative design of binary phase diffractive optical element with non phase difference	SCOPUS_ID:85100077839	10.3390/app11031116	None	Article	Full Text
Scopus	lot sizing and scheduling for the plastic injection molding industry—a hybrid optimization approach	SCOPUS_ID:85100191023	10.3390/app11031202	None	Article	Full Text
Scopus	the basic reproduction number can be accurately estimated within 1days after societal lockdownthe early stage of the covid 1epidemic in denmark	SCOPUS_ID:85101309744	10.1371/journal.pone.0247021	None	Article	Full Text
Scopus	treating glioblastoma multiforme (gbmwith super hyperfractionated radiation therapyimplication of temporal dose fractionation optimization including cancer stem cell dynamics	SCOPUS_ID:85100584562	10.1371/journal.pone.0245676	None	Article	Full Text
Scopus	research on optimized deployment of virtual network functions in network function virtualization environment	SCOPUS_ID:85102297365	10.1088/1742-6596/1748/3/032020	None	Conference Paper	Full Text
Scopus	a two layer optimization model for energy storage configuration in the distribution network	SCOPUS_ID:85101693849	10.1088/1755-1315/647/1/012012	None	Conference Paper	Full Text
Scopus	multi layer blockchain based security architecture for internet of things	SCOPUS_ID:85100456350	10.3390/s21030772	None	Article	Full Text
Scopus	pressure and flow statistics of darcy flow from simulated annealing	SCOPUS_ID:85099177650	10.1088/1751-8121/abd26a	None	Article	Full Text
Scopus	community detection of dynamic complex networks in stock markets using hybrid methods (rmt‐cn‐lpamand rmt‐bdm‐sa)	SCOPUS_ID:85100570203	10.3389/fphy.2020.574770	None	Article	Full Text
Scopus	vehicle routing problem with simulated annealing using python programming	SCOPUS_ID:85101691210	10.1088/1757-899X/1010/1/012010	None	Conference Paper	Full Text
Scopus	soc prediction of lithium battery based on sa pso bp neural network fusion	SCOPUS_ID:85101905526	10.1088/1742-6596/1738/1/012070	None	Conference Paper	Full Text
Scopus	a construction of mds involutory matrices using mds self dual codesa preliminary result	SCOPUS_ID:85100726109	10.1088/1742-6596/1722/1/012030	None	Conference Paper	Full Text
Scopus	identification of clandestine groundwater pollution source locations and their release flux history	SCOPUS_ID:85101017858	10.1088/1755-1315/626/1/012003	None	Conference Paper	Full Text
Scopus	optimization of metal–ceramic functionally graded plates using the simulated annealing algorithm	SCOPUS_ID:85099354345	10.3390/app11020729	None	Article	Full Text
Scopus	financial optimization of the resource constrained project scheduling problem with milestones payments	SCOPUS_ID:85100144327	10.3390/app11020661	None	Article	Full Text
Scopus	a novel edge server selection method based on combined genetic algorithm and simulated annealing algorithm	SCOPUS_ID:85094844985	10.1080/00051144.2020.1837499	None	Article	Full Text
Scopus	sectorization for water distribution systems with multiple sourcesa performance indices comparison	SCOPUS_ID:85099786473	10.3390/w13020131	None	Article	Full Text
Scopus	spectral modal decomposition of abrupt fiber tapers based on simulated annealing method	SCOPUS_ID:85099209931	10.1109/JLT.2021.3049708	None	Article	Full Text
Scopus	optimization of cultural and creative product design based on simulated annealing algorithm	SCOPUS_ID:85104537291	10.1155/2021/5538251	None	Article	Full Text
Scopus	robust hybrid artificial fish swarm simulated annealing optimization algorithm for secured free scale networks against malicious attacks	SCOPUS_ID:85096486230	10.32604/cmc.2020.012255	None	Article	Full Text
Scopus	hybrid approaches based on simulated annealingtabu search and ant colony optimization for solving the k minimum spanning tree problem	SCOPUS_ID:85102037707	10.14569/IJACSA.2021.0120288	None	Article	Full Text
Scopus	a novel coverage optimization strategy based on grey wolf algorithm optimized by simulated annealing for wireless sensor networks	SCOPUS_ID:85103569116	10.1155/2021/6688408	None	Article	Full Text
Scopus	a novel genetic simulated annealing algorithm for no wait hybrid flowshop problem with unrelated parallel machines	SCOPUS_ID:85100117707	10.2355/isijinternational.ISIJINT-2020-258	None	Article	Full Text
Scopus	hybridization of particle swarm optimization and simulated annealing for maximum partition problem	SCOPUS_ID:85103380484	10.28919/jmcs/5513	None	Article	Full Text
Scopus	a new soft computing algorithm based on cloud theory for dynamic facility layout problem	SCOPUS_ID:85102071462	10.1051/ro/2020127	None	Article	Full Text
Scopus	tabu embedded simulated annealing algorithm for profile minimization problem	SCOPUS_ID:85090094398	10.1007/978-981-15-6876-3_13	None	Conference Paper	Full Text
Scopus	multi objective simulated annealing for hyper parameter optimization in convolutional neural networks	SCOPUS_ID:85099882712	10.7717/peerj-cs.338	None	Article	Full Text
Scopus	matching sensor ontologies with simulated annealing particle swarm optimization	SCOPUS_ID:85104542015	10.1155/2021/5510055	None	Article	Full Text
Scopus	solution of the gravity exploration direct problem by the simulated annealing method for data interpretation of gravity monitoring of the subsoil conditions	SCOPUS_ID:85100398389	10.32014/2021.2518-170X.2	None	Article	Full Text
Scopus	simulated annealing optimization and experiments of a five bar aerating mechanism for vertically aerating on salt affected lands	SCOPUS_ID:85101615281	10.25165/j.ijabe.20211401.5322	None	Article	Full Text
Scopus	multi swarm optimization for extracting multiple choice tests from question banks	SCOPUS_ID:85101425542	10.1109/ACCESS.2021.3057515	None	Article	Full Text
Scopus	slope stability analysis based on leader dolphins herd algorithm and simplified bishop method	SCOPUS_ID:85100831047	10.1109/ACCESS.2021.3058117	None	Article	Full Text
Scopus	sdn wireless controller placement problem the 4g lte u case	SCOPUS_ID:85099724278	10.1109/ACCESS.2021.3052892	None	Article	Full Text
Scopus	a stochastic lomax diffusion processstatistical inference and application	SCOPUS_ID:85099310550	10.3390/math9010100	None	Article	Full Text
Scopus	modelling on shock induced energy release behavior of reactive materials considering mechanical thermal chemical coupled effect	SCOPUS_ID:85100252477	10.1155/2021/6669573	None	Article	Full Text
Scopus	sensor duty cycle for prolonging network lifetime using quantum clone grey wolf optimization algorithm in industrial wireless sensor networks	SCOPUS_ID:85104566250	10.1155/2021/5511745	None	Article	Full Text
Scopus	a hybrid cellular genetic algorithm for the traveling salesman problem	SCOPUS_ID:85101529417	10.1155/2021/6697598	None	Article	Full Text
Scopus	prediction of bending force in the hot strip rolling process using multilayer extreme learning machine	SCOPUS_ID:85100297026	10.1155/2021/6682660	None	Article	Full Text
Scopus	parallel implementations of candidate solution evaluation algorithm for n queens problem	SCOPUS_ID:85102295345	10.1155/2021/6694944	None	Article	Full Text
Scopus	a local search framework for industrial test laboratory scheduling	SCOPUS_ID:85102245308	10.1007/s10479-021-04007-1	None	Article	Full Text
Scopus	a new implementation of genome rearrangement problem	SCOPUS_ID:85100278968	10.1155/2021/6692775	None	Article	Full Text
Scopus	an intelligent hybrid control to enhance applicability of mobile robots in cluttered environments	SCOPUS_ID:85103244471	10.1109/ACCESS.2021.3068988	None	Article	Full Text
Scopus	hybrid algorithm based on simulated annealing and bacterial foraging optimization for mining imbalanced data	SCOPUS_ID:85104419200	10.18494/SAM.2021.3167	None	Article	Full Text
Scopus	optimum equilibrium passenger flow control strategies with delay penalty functions under oversaturated condition on urban rail transit	SCOPUS_ID:85102282901	10.1155/2021/3932627	None	Article	Full Text
Scopus	cross scene hyperspectral feature selection via hybrid whale optimization algorithm with simulated annealing	SCOPUS_ID:85100724410	10.1109/JSTARS.2021.3056593	None	Article	Full Text
Scopus	a hybrid ga sa for the urgent patients disturbed physical examination rescheduling problem considering setup time	SCOPUS_ID:85099731928	10.1109/ACCESS.2021.3052562	None	Article	Full Text
Scopus	novel chiller fault diagnosis using deep neural network (dnnwith simulated annealing (sa)	SCOPUS_ID:85097219307	10.1016/j.ijrefrig.2020.10.023	None	Article	Full Text
Scopus	applying plate heat exchangers in crude preheat train for fouling mitigation	SCOPUS_ID:85095987072	10.1016/j.cherd.2020.10.023	None	Article	Full Text
Scopus	an approach integrating simulated annealing and variable neighborhood search for the bidirectional loop layout problem	SCOPUS_ID:85099239425	10.3390/math9010005	None	Article	Full Text
Scopus	an improved energy management strategy for 24t heavy duty hybrid emergency rescue vehicle with dual motor torque increasing	SCOPUS_ID:85099078676	10.1109/ACCESS.2020.3048343	None	Article	Full Text
Scopus	solution strategy based on gaussian mixture models and dispersion reduction for the capacitated centered clustering problem	SCOPUS_ID:85101295178	10.7717/peerj-cs.332	None	Article	Full Text
Scopus	the bike sharing rebalancing problem considering multi energy mixed fleets and traffic restrictions	SCOPUS_ID:85098868206	10.3390/su13010270	None	Article	Full Text
Scopus	optimization of multi stage distribution process using improved genetic algorithm	SCOPUS_ID:85102843694	10.22266/ijies2021.0430.19	None	Article	Full Text
Scopus	cross dock scheduling considering time windows and deadline for truck departures	SCOPUS_ID:85101158412	10.24200/sci.2019.52662.2824	None	Article	Full Text
Scopus	classification and prediction of bee honey indirect adulteration using physiochemical properties coupled with k means clustering and simulated annealing artificial neural networks (sa anns)	SCOPUS_ID:85104563030	10.1155/2021/6634598	None	Article	Full Text
Scopus	extensive cooperative content caching and delivery scheme based on multicast for d2d enabled hetnets	SCOPUS_ID:85102647481	10.1109/ACCESS.2021.3065017	None	Article	Full Text
Scopus	finite space kantorovich problem with an mcmc of table moves	SCOPUS_ID:85100329384	10.1214/21-EJS1804	None	Article	Full Text
Scopus	comparative performance analysis in parameter extraction of solar cell models using meta heuristic algorithms	SCOPUS_ID:85104246270	10.17341/gazimmfd.586269	None	Article	Full Text
Scopus	internal leakage diagnosis of a hydraulic cylinder based on optimization dbn using the ceemdan technique	SCOPUS_ID:85102968061	10.1155/2021/8856835	None	Article	Full Text
Scopus	optimization analysis method of new orthotropic steel deck based on backpropagation neural network simulated annealing algorithm	SCOPUS_ID:85101590329	10.1155/2021/8888168	None	Article	Full Text
Scopus	techno economic feasibility analysis of grid connected microgrid design by using a modified multi strategy fusion artificial bee colony algorithm	SCOPUS_ID:85102434165	10.3390/en14010190	None	Article	Full Text
Scopus	a new model for logistics and transportation of fashion goods in the presence of stochastic market demands considering restricted retailers capacity	SCOPUS_ID:85102059466	10.1051/ro/2019061	None	Article	Full Text
Scopus	shape optimisation of cold formed steel framed wall studs with sheathing restraints	SCOPUS_ID:85092389221	10.1016/j.tws.2020.107135	None	Article	Full Text
Scopus	an improved adaptive clone genetic algorithm for task allocation optimization in itwsns	SCOPUS_ID:85104484877	10.1155/2021/5582646	None	Article	Full Text
Scopus	a novel underwater acoustic signal denoising algorithm for gaussian/non gaussian impulsive noise	SCOPUS_ID:85098802962	10.1109/TVT.2020.3044994	None	Article	Full Text
Scopus	modified branch and bound algorithm for unravelling optimal pmu placement problem for power grid observabilitya comparative analysis	SCOPUS_ID:85104274788	10.1049/cit2.12038	None	Article	Full Text
Scopus	a time frequency based suspicious activity detection for anti money laundering	SCOPUS_ID:85104205783	10.1109/ACCESS.2021.3072114	None	Article	Full Text
Scopus	evolutionary algorithms for 5g multi tier radio access network planning	SCOPUS_ID:85100862614	10.1109/ACCESS.2021.3058619	None	Article	Full Text
Scopus	information theory inspired optimization algorithm for efficient service orchestration in distributed systems	SCOPUS_ID:85100190062	10.1371/journal.pone.0242285	None	Article	Full Text
Scopus	information theory inspired optimization algorithm for efficient service orchestration in distributed systems	SCOPUS_ID:85099332278	10.1371/journal.pone.0242285	None	Article	Full Text
Scopus	a semi objective circulation pattern classification scheme for the semi arid northeast brazil	SCOPUS_ID:85085086483	10.1002/joc.6608	None	Article	Full Text
Scopus	an empirical assessment of the contagion determinants in the euro area in a period of sovereign debt risk	SCOPUS_ID:85102270564	10.1007/s40797-021-00147-2	None	Article	Full Text
Scopus	usability evaluation of optimized single pointer arabic keyboards using eye tracking	SCOPUS_ID:85103567037	10.1155/2021/6657155	None	Article	Full Text
Scopus	damage identification of structures based on smooth orthogonal decomposition and improved beetle antennae search algorithm	SCOPUS_ID:85102261892	10.1155/2021/8857356	None	Article	Full Text
Scopus	a multi objective approach for wireless heterogeneous router placement in rural wireless mesh networks	SCOPUS_ID:85103454142	10.1007/978-3-030-70572-5_3	None	Conference Paper	Full Text
Scopus	flexible spare core placement in torus topology based nocs and its validation on an fpga	SCOPUS_ID:85103192523	10.1109/ACCESS.2021.3066537	None	Article	Full Text
Scopus	deployment and migration of virtualized services with joint optimization of backhaul bandwidth and load balancing in mobile edge cloud environments	SCOPUS_ID:85104055864	10.14569/IJACSA.2021.0120368	None	Article	Full Text
Scopus	metaheuristic based optimal 3d positioning of uavs forming aerial mesh network to provide emergency communication services	SCOPUS_ID:85100076712	10.1049/cmu2.12112	None	Article	Full Text
Scopus	epigenetic engineering of yeast reveals dynamic molecular adaptation to methylation stress and genetic modulators of specific dnmtfamily members	SCOPUS_ID:85084960949	10.1093/NAR/GKAA161	None	Article	Full Text
Scopus	enhancement of lipolysis in 3tladipocytes by nitroarene capsaicinoid analogs	SCOPUS_ID:85100301730	10.1177/1934578X20987949	None	Article	Full Text
Scopus	introductionoptimization and metaheuristics algorithms	SCOPUS_ID:85092326450	10.1007/978-981-15-7571-6_1	None	Chapter	Full Text
Scopus	approaches for improving the quality of particle size distribution reconstructions from small angle scattering data	SCOPUS_ID:85097987076	10.1088/1742-6596/1686/1/012059	None	Conference Paper	Full Text
Scopus	quantification of the effect of train type on concrete sleeper ballast pressure using a support condition back calculator	SCOPUS_ID:85098257258	10.3389/fbuil.2020.604180	None	Article	Full Text
Scopus	on the feasibility of seafloor topography estimation from airborne gravity gradientsperformance analysis using real data	SCOPUS_ID:85098251857	10.3390/rs12244092	None	Article	Full Text
Scopus	construct freeform surface directly in an initial layout of an off axis reflective image system by seed curve extension and simulated annealing algorithm	SCOPUS_ID:85083655644	10.1186/s41476-020-00130-x	None	Article	Full Text
Scopus	simulated annealing algorithm for dynamic economic dispatch problem in the electricity market incorporating wind energy	SCOPUS_ID:85100298693	10.18280/isi.250602	None	Article	Full Text
Scopus	collaborative distribution in the soft time window of agricultural means supply chain based on simulated annealing genetic algorithm	SCOPUS_ID:85098569593	10.18280/jesa.530609	None	Article	Full Text
Scopus	does pcna diffusion on dna follow a rotation coupled translation mechanism?	SCOPUS_ID:85091973297	10.1038/s41467-020-18855-1	None	Note	Full Text
Scopus	tree decompositions of real world networks from simulated annealing	SCOPUS_ID:85103518809	10.1088/2632-072X/ab9d2f	None	Article	Full Text
Scopus	construction method and performance analysis of chaotic s box based on a memorable simulated annealing algorithm	SCOPUS_ID:85098793612	10.3390/sym12122115	None	Article	Full Text
